title,description,genre
thank you for your service," Grupa żołnierzy powraca z misji w Iraku. Witani jak bohaterowie, oczekiwani przez rodziny, nie mogą odnaleźć się w cywilnej codzienności. Dręczeni przez traumy, poczucie... ",biography
restoration,W zamian za uleczenie ulubionej suczki króla Karola II Robert Merivel otrzymuje posadę nadwornego lekarza. Wkrótce władca postanawia oddać mu rękę jednej ze swoich kochanek.,biography
my winnipeg,"Pragnąc zrekonstruować istotne wydarzenia z dzieciństwa, reżyser wraca do rodzinnego Winnipeg i zatrudnia aktorów, którzy odgrywają role członków jego rodziny. ",documentary
x-men: the last stand,Trzecia część ekranizacji komiksów o tytułowych mutantach. Bohaterowie stają przed wyborem – pozostać sobą czy skorzystać z wynalezionego właśnie lekarstwa cofającego mutację.&nbsp;,action
over the top,"Lincoln Hawk, próbując odbudować relacje z synem, którego porzucił 10 lat temu, zabiera go w trasę swoją ciężarówką. ",drama
poltergeist ii: the other side,"Rodzina Freelingów wprowadza się do nowego domu, gdzie nie jest im dane zaznać spokoju.",horror
"masculin, feminin: 15 faits precis", Film jest jednym z najważniejszych dokonań czołowego prekursora francuskiej nowej fali - Jean-Luc Godarda. Obraz powstał na podstawie dwóch opowiadań Guy'a de... ,drama
beirut,"Amerykański dyplomata opuszcza Liban w 1972 roku po tragicznym zdarzeniu. Dziesięć lat później zostaje wezwany do Bejrutu przez agentkę CIA, by pomóc uwolnić przyjaciela, którego zostawił.",thriller
spies in disguise,Na barkach dwóch całkowicie różnych od siebie agentów spoczywa bezpieczeństwo całego świata. ,animation
evil dead ii,Ash i jego dziewczyna podczas pobytu w leśnej chacie budzą złe moce. ,horror
marauders,"Bandyci napadając na bank, którego właścicielem jest biznesmen Hubert, zabijają jednego z pracowników. Detektyw Montgomery uważa, że w sprawę&nbsp; może być zamieszany dyrektor placówki.",action
the look of silence,"Rodzina, która przetrwała ludobójstwo w Indonezji, stawia czoło mężczyźnie odpowiedzialnemu za śmierć jednego z ich braci.",biography
muppets most wanted,Podczas światowego tournée Muppety zostają wplątane w międzynarodową aferę kryminalną. Stoi za nią Constantine – znany złodziej diamentów i sobowtór Kermita.,family
the apparition,"Kiedy grupa parapsychologów stara się udowodnić, że duchy nie istnieją, wokół nich mają miejsce nadnaturalne zjawiska. ",horror
z punktu widzenia nocnego portiera,Strażnik w fabryce opowiada o swojej pracy. ,documentary
hacksaw ridge,Schyłek II wojny światowej. Podczas krwawej bitwy o Okinawę amerykański sanitariusz odmawia noszenia broni i zabijania z powodów moralnych. ,biography
walk hard: the dewey cox story," ""Walk Hard"" będzie parodią filmów biograficznych o słynnych muzykach, satyrą na tytuły takie jak ""Spacer po linie"" oraz ""Ray"". Głównym bohaterem jest legendarny Dewey... ",comedy
cry-baby,"Społeczny wyrzutek, którego rodzice zostali straceni na krześle elektrycznym, zakochuje się w dziewczynie z dobrego domu.&nbsp;",musical
encounters at the end of the world,Dokument przedstawia życie ludzi zamieszkujących Antarktydę oraz piękno natury tego kontynentu.&nbsp; ,documentary
sunshine,Grupa kosmonautów musi dostarczyć na Słońce ładunek jądrowy.,sci-fi
22 jump street,"Policjanci, Schmidt i Jenko, trafiają pod przykrywką do lokalnego college'u, gdzie czeka na nich kolejne zadanie.",action
the bone collector,Ekranizacja powieści Jeffery'ego Deavera. Sparaliżowany i pogrążony w depresji detektyw Lincoln Rhyme zostaje poproszony o pomoc w schwytaniu seryjnego mordercy.,crime
the fast and the furious: tokyo drift,Pasjonat nielegalnych wyścigów samochodowych ucieka przed więzieniem do Tokio. Ale tutaj też organizowane są niebezpieczne rajdy.,action
g.i. joe: the rise of cobra,"Elitarna jednostka wojskowa, znana jako G.I. Joe, staje przed wielkim wyzwaniem, jakim jest zapobiegnięcie użycia śmiercionośnych rakiet mających wywołać chaos na całym świecie. ",action
in the mouth of madness,Prywatny detektyw pracujący dla firmy ubezpieczeniowej dostaje zlecenie związane z odnalezieniem słynnego pisarza horrorów. W tym celu postanawia przeczytać wszystkie jego książki.,horror
out of time,"Szef policji z Florydy musi rozwiązać sprawę morderstwa, zanim sam zostanie o nie oskarżony. ",crime
lets go to prison," John Lyshitski jest stałym bywalcem więzienia. Już jako dziecko trafia do zakładu poprawczego po nieudanej próbie realizacji wielkiego czeku który, był nagrodą w... ",comedy
young frankenstein,Wnuczek doktora Frankensteina dziedziczy majątek oraz tajemnice szalonych eksperymentów dziadka. ,horror
toy story 2,"Buzz Astral, mając do pomocy zabawki Andy'ego, postanawia ocalić szeryfa Chudego z rąk nieuczciwego kolekcjonera.",animation
lassie,"Z powodu kłopotów finansowych rodzina Carracloughów&nbsp;sprzedaje suczkę Lassie. Jednakże pies zaczyna tęsknić za swoim ukochanym właścicielem Joem, którego próbuje odnaleźć. ",family
wszystko bedzie dobrze,"Początkujący lekkoatleta z małego miasteczka Paweł postanawia pobiec do Częstochowy, by wymodlić zdrowie dla matki. Śladem chłopca podąża nauczyciel W-F mający problemy alkoholowe. ",drama
47 ronin,Grupa samurajów występuje przeciw okrutnemu wysłannikowi szoguna. Wojownicy za wszelką cenę chcą pomścić śmierć swojego mistrza. ,fantasy
the jungle book 2," Mowgli, chłopiec, którego wychowywały dzikie zwierzęta w dżungli, mieszka dziś w małej wiosce, wśród ludzi. Ma młodszego brata przyrodniego Ranjana, a jego najlepszą... ",animation
"hori, ma panenko!",W małej czeskiej miejscowości odbywa się coroczny Bal Strażaków. Pomimo dokładnych przygotowań nie wszystko idzie zgodnie z planem.,drama
virus,"Amerykańska załoga holownika spostrzega dryfujący rosyjski okręt badawczy. Po wejściu na jego pokład członkowie ekipy odkrywają, że statek został opanowany przez nieznaną siłę. ",thriller
les saisons,"W pełnym tajemnic lesie rozgrywa się niesamowita opowieść o przyrodzie, tej najdzikszej i nietkniętej jeszcze ludzką ręką.",documentary
the crucifixion,"Do więziennej celi trafia ojciec Anton, ksiądz, skazany za zabójstwo opętanej zakonnicy, nad którą sprawował egzorcyzmy.",horror
black butterfly,Cierpiący na brak weny twórczej pisarz zaprasza do swojego domu mężczyznę spotkanego w barze. ,thriller
the father,"Kobieta próbuje zaopiekować się ojcem wykazującym oznaki demencji, który mimo postępującej choroby pragnie pozostać samodzielny.",drama
new years eve,Losy mieszkańców Nowego Jorku splatają się ze sobą w sylwestrowy wieczór.,comedy
zombeavers,Sześcioro przyjaciół spędza weekend w domku letniskowym nad jeziorem. Młodzi ludzie niespodziewanie natrafiają na mordercze bobry-zombie.,horror
cargo,"Rok 2267, na zniszczonej Ziemi wyginęło życie. Lekarka Laura pragnie dotrzeć do odległej planety o nazwie Rhea, gdzie mieszka jej siostra. ",thriller
al final del tunel,Sparaliżowany mężczyzna odkrywa w swojej piwnicy odgłosy rabusiów planujących obrabować bank. Postanawia interweniować. ,crime
tightrope,Prowadzący śledztwo policjant wdaje się w niebezpieczną grę psychologiczną z przestępcą. ,crime
the collector,"Zdesperowany były więzień włamuje się do domu swojego pracodawcy. Nie wie jednak, że w środku jest drugi przestępca, który czyha na jego życie.",horror
conviction,"Brat Betty zostaje skazany za napad i morderstwo. Kobieta kosztem wielu wyrzeczeń podejmuje studia prawnicze, by móc doprowadzić do jego uniewinnienia.",biography
the other guys,"Gamble i Hoitz, dwaj pechowi detektywi, trafiają na trop wielkiej sprawy. Chcą za wszelką cenę doprowadzić do jej rozwiązania, by wyjść z cienia duetu najlepszych policjantów wydziału. ",action
bambi,Jelonek Bambi beztrosko spędza każdy dzień. Pierwsze spotkanie z ludźmi kończy się śmiercią jego matki. ,animation
kapitan bomba - zemsta faraona,Kapitan Bomba musi ocalić ludzkość przed starożytnymi wojownikami.&nbsp;,animation
saving mr. banks,"Oparta na prawdziwych wydarzeniach opowieść o powstawaniu ""Mary Poppins"" i burzliwych relacjach Walta Disneya z autorką P.L. Travers, które niemal doprowadziły do klęski tej produkcji.",biography
married life, Harry (Chris Cooper) postanawia zabić swą żonę. Nie żeby miał do niej jakieś pretensje – po prostu zakochał się w pewnej młodej blond-piękności o imieniu Kay (Rachel... ,drama
lars and the real girl,"Samotny Lars postanawia w końcu znaleźć sobie partnerkę. Rodzinę szokuje wieść, że jest nią plastikowy manekin. ",drama
only the brave,Grupa strażaków walczy z pożarem trawiącym las. Ogień zaczyna zagrażać mieszkańcom miasteczka Yarnell w Arizonie.,biography
den skaldede frisr,"Gdy walcząca z rakiem Ida dowiaduje się, że mąż ją zdradza, wyjeżdża do Włoch na ślub córki. Tam poznaje cierpiącego po stracie żony wdowca. ",comedy
swordfish,"Genialny haker dostaje propozycję nie do odrzucenia. Uświadamia sobie, że stał się pionkiem w niebezpiecznej grze.",thriller
christmas inheritance,By odziedziczyć spadek i przejąć rodzinną firmę Ellen musi osobiście dostarczyć przesyłkę do swojego rodzinnego miasta.,romance
bastille day,Agent CIA z pomocą młodego kieszonkowca próbuje udaremnić atak terrorystyczny we Francji.,action
under sandet,Grupa niemieckich jeńców wojennych dostaje rozkaz rozminowania duńskiego wybrzeża. ,war
the lord of the rings: the return of the king,"Zwieńczenie filmowej trylogii wg powieści Tolkiena. Aragorn jednoczy siły Śródziemia, szykując się do bitwy, która ma odwrócić uwagę Saurona od podążających w kierunku Góry Przeznaczenia hobbitów.",fantasy
the butterfly effect 2,"Nick Larson odkrywa, że może cofnąć się w czasie i uratować przyjaciół, którzy zginęli podczas wypadku samochodowego. Jednak nawet minimalna zmiana przeszłości ma wpływ na teraźniejszość. ",thriller
gremlins 2: the new batch,Gizmo trafia&nbsp;w ręce&nbsp;naukowca. Podczas prowadzonych eksperymentów&nbsp;powstają nowe gremliny.,fantasy
shrek 4-d,"Lord Farquaad odradza się jako duch i, poprzez swoich popleczników, porywa Fionę. ",animation
sound city,"Dokument opowiada o studiu muzycznym, w którym&nbsp;powstały albumy wybitnych zespołów rockowych.",documentary
alice through the looking glass,"Alicja powraca do Krainy Czarów, by cofnąć się w czasie i pomóc Szalonemu Kapelusznikowi ocalić rodzinę.",family
marie antoinette,"Nastoletnia austriacka księżniczka zostaje wydana za francuskiego następcę tronu. Dziewczyna szybko uczy się życia na obcym sobie dworze, lecz jako bohaterka licznych skandali zaczyna wzbudzać coraz większą niechęć poddanych.",biography
the brothers grimm,"Początek XIX wieku. Kiedy bracia Grimm zostają zdemaskowani jako oszuści podający się za pogromców upiorów, zostają zmuszeni do rozwiązania zagadki znikających w zaczarowanym lesie dziewczynek.",fantasy
unsane," Sawyer wyjeżdża z rodzinnego miasteczka, by uciec od traumatycznej przeszłości. Gdy wbrew swej woli zostaje zamknięta w szpitalu psychiatrycznym, musi stawić czoło swemu największemu lękowi.",thriller
pacific rim: uprising,"Jake porzuca kryminalne podziemie i jedna się z siostrą, aby uratować Ziemię przed kolejną inwazją Kaiju.",action
eliza graves,"Do Stonehearst, zakładu dla obłąkanych, przybywa młody absolwent medycyny - Edward Newgate. Eliza Graves jest tam jedną z pacjentek.",thriller
godzilla vs. kong,"Król Potworów z nieznanych przyczyn zaczyna siać spustoszenie na całym globie. W obliczu zagrożenia, grupa ludzi postanawia przeciwstawić mu mitycznego Konga.",action
suicide squad,Amanda Waller na polecenie rządu USA tworzy drużynę składającą się z przestępców.,action
grudge,"Każdy, kto wejdzie do przeklętego domu, zginie okrutną śmiercią. ",horror
damien: omen ii,Trzynastoletni Damien stopniowo odkrywa swoją tożsamość oraz przeznaczenie. ,horror
6 days,Irańska ambasada w Londynie zostaje zaatakowana przez uzbrojonych napastników. Elitarna brytyjska jednostka SAS otrzymuje zadanie odbicia budynku.,action
ned kelly,"Historia życia australijskiego bandyty, który przeciwstawiał się prawu i inspirował ludność, zostając jej bohaterem. ",biography
dragon ball z: chikyu marugoto cho kessen,"Goku i Wojownicy Z przeciwstawiają się Tullecowi oraz jego poplecznikom mającym zamiar zasadzić na Ziemi Drzewo Śmierci, które pustoszy planety. ",adventure
transformers: dark of the moon,"Autoboty muszą obronić Ziemię przed Decepticonami, którzy przygotowują się do podbicia planety. ",action
coraline,"Dziewczynka znajduje w swoim domu ukryte drzwi. Prowadzą one do innego świata, gdzie wszystko wydaje się ciekawe i kolorowe. ",animation
monster,"Historia amerykańskiej prostytutki, która po dokonaniu serii morderstw na mężczyznach otrzymuje wyrok śmierci.",biography
samsara,"Drugi film reżysera ""Baraki"" to dokumentalna podróż przez najpiękniejsze zakątki 25 krajów na całym świecie z muzyką Lisy Gerrard i Dead Can Dance.&nbsp;",documentary
limonadovy joe aneb konska opera,"W zdeprawowanym miasteczku na Dzikim Zachodzie pojawia się kowboj o blond włosach, który zamiast alkoholu pije lemoniadę. ",comedy
jingle all the way,"Zapracowany biznesmen, na chwilę przed Wigilią, stara się dokonać rzeczy niemożliwej - zdobyć Turbo-Mana dla swojego syna.",family
the expendables 3,"Niezniszczalni mierzą się ze starym przyjacielem oraz założycielem ekipy, który zszedł na złą drogę. Teraz&nbsp;pragnie on zemsty&nbsp;oraz zniszczenia&nbsp;swoich byłych towarzyszy.",action
hoodwinked too! hood vs. evil,"Kiedy Czerwony Kapturek odbywa szkolenie przygotowujące do specjalnej misji, zła czarownica uprowadza Jasia i Małgosię. Dziewczynka z pomocą swojego partnera Wilka postanawia rozwikłać tę sprawę. ",animation
the convent,Persefona zostaje fałszywie oskarżona o czary i skazana na śmierć. Przed egzekucją ratuje ją interwencja tajemniczej Matki Wielebnej.,horror
louise en hiver,"Louise, starsza pani, zostaje na peronie w nadmorskim kurorcie po tym jak ostatni pociąg w okresie wakacyjnym opuścił stację.",animation
the fate of the furious,"Szczęśliwy miesiąc miodowy Dominica i Letty przerywa pojawienie się tajemniczej kobiety, która ponownie wciąga mężczyznę w świat zbrodni.",action
the hot chick,Najładniejsza nastolatka w szkole budzi się rano jako mało atrakcyjny trzydziestolatek.,fantasy
10.000 km,"Alex i Sergi, kochająca się para, musi poradzić sobie z utrzymaniem związku na odległość. ",drama
onibaba,"Kobieta z synową mordują wędrownego samuraja i sprzedają jego ekwipunek, aby przetrwać.",horror
the dirt,Film oparty na bestsellerowej biografii zespołu Mötley Crüe. Czterech wyrzutków z Los Angeles zabiera nas na ostrą jazdę po szczytach i odmętach galaktyki metalu.,biography
u2 3d,Dokument przedstawia irlandzką grupę muzyczną U2 podczas serii koncertów w Ameryce Południowej. ,documentary
mark felt: the man who brought down the white house,"Mark Felt pod pseudonimem ""Deep Throat"" pomaga parze dziennikarzy odkryć aferę Watergate.",biography
